"Date Time","WDIR (degT)","WSPD (m/s)","WVHT (m)","DPD (sec)","APD (sec)","MWD (degT)","PRES (hPa)","ATMP (degC)","WTMP (degC)"
01.01.2021 00:40,197.00,5.40,3.39,12.9,9.9,292.00,1023.0,14.30,999.00
01.01.2021 01:40,201.00,6.00,3.07,12.9,9.4,295.00,1023.1,14.10,999.00
01.01.2021 02:40,217.00,7.50,3.16,14.8,9.5,284.00,1023.0,14.10,999.00
01.01.2021 03:40,226.00,6.70,3.11,14.8,9.1,289.00,1022.9,13.90,999.00
01.01.2021 04:40,230.00,6.40,3.12,16.0,9.3,279.00,1022.8,14.00,999.00
01.01.2021 05:40,203.00,5.50,3.22,11.4,9.3,292.00,1022.0,14.40,999.00
01.01.2021 06:40,211.00,4.90,3.56,12.9,10.0,294.00,1022.3,14.10,999.00
01.01.2021 07:40,218.00,6.40,3.30,11.4,9.5,292.00,1021.4,14.20,999.00
01.01.2021 08:40,209.00,5.70,3.01,14.8,9.0,298.00,1021.2,14.30,999.00
01.01.2021 09:40,186.00,6.10,3.08,13.8,9.5,295.00,1019.8,14.30,999.00
01.01.2021 10:40,189.00,7.40,2.82,14.8,8.6,291.00,1019.5,14.30,999.00
01.01.2021 11:40,196.00,5.40,2.80,16.0,9.0,281.00,1018.9,14.30,999.00
01.01.2021 12:40,190.00,8.50,2.90,17.4,8.4,291.00,1017.9,14.50,999.00
01.01.2021 13:40,185.00,8.60,3.12,13.8,8.4,290.00,1017.3,14.40,999.00
01.01.2021 14:40,204.00,9.30,2.94,13.8,7.9,299.00,1016.9,14.70,999.00
01.01.2021 15:40,200.00,9.30,3.24,16.0,8.1,284.00,1016.9,14.70,999.00
01.01.2021 16:40,240.00,10.10,3.18,12.9,7.8,285.00,1017.8,14.50,999.00
01.01.2021 17:40,287.00,9.60,3.43,14.8,7.8,273.00,1018.6,12.50,999.00
01.01.2021 18:40,262.00,6.90,3.53,21.1,8.6,282.00,1019.2,13.20,999.00
01.01.2021 19:40,248.00,6.40,3.88,21.1,9.0,299.00,1018.4,13.50,999.00
01.01.2021 20:40,236.00,5.30,4.17,21.1,9.6,307.00,1018.0,13.80,999.00
01.01.2021 21:40,233.00,5.60,3.96,21.1,9.0,297.00,1017.5,14.00,999.00
01.01.2021 22:40,260.00,4.50,4.35,19.1,9.8,311.00,1017.7,14.10,999.00
01.01.2021 23:40,244.00,4.40,4.76,19.1,10.0,298.00,1019.1,14.10,999.00
02.01.2021 00:40,269.00,5.40,4.66,19.1,9.9,290.00,1019.7,14.30,999.00
02.01.2021 01:40,265.00,3.80,4.82,19.1,10.3,283.00,1020.1,14.20,999.00
02.01.2021 02:40,253.00,4.10,4.29,19.1,9.6,284.00,1020.2,13.80,999.00
02.01.2021 03:40,226.00,3.70,5.03,17.4,10.7,290.00,1020.4,13.80,999.00
02.01.2021 04:40,229.00,3.50,4.70,17.4,9.9,279.00,1020.9,13.90,999.00
02.01.2021 05:40,226.00,3.00,4.35,19.1,9.8,282.00,1021.2,13.90,999.00
02.01.2021 06:40,234.00,3.30,4.97,17.4,10.6,284.00,1021.6,13.80,999.00
02.01.2021 07:40,245.00,3.40,5.68,19.1,12.0,290.00,1022.0,13.70,999.00
02.01.2021 08:40,246.00,3.70,4.96,19.1,10.9,309.00,1022.2,13.90,13.70
02.01.2021 09:40,203.00,2.60,5.01,16.0,11.1,293.00,1021.6,13.80,13.70
02.01.2021 10:40,203.00,3.90,5.10,17.4,11.1,293.00,1021.4,13.70,13.70
02.01.2021 11:40,209.00,3.90,5.18,17.4,11.6,294.00,1021.6,13.80,13.70
02.01.2021 12:40,220.00,5.50,5.97,17.4,12.3,290.00,1021.0,13.70,13.70
02.01.2021 13:40,259.00,6.50,5.71,19.1,11.6,281.00,1020.8,13.20,13.70
02.01.2021 14:40,212.00,5.40,5.33,17.4,11.4,280.00,1021.5,13.60,13.70
02.01.2021 15:40,216.00,6.00,5.27,17.4,11.0,283.00,1021.7,13.70,13.70
02.01.2021 16:40,224.00,5.30,6.48,17.4,12.2,275.00,1021.9,13.80,13.70
02.01.2021 17:40,230.00,5.60,5.65,16.0,11.9,278.00,1023.0,13.90,13.80
02.01.2021 18:40,206.00,5.60,5.34,16.0,11.5,284.00,1022.3,14.00,13.80
02.01.2021 19:40,213.00,6.40,5.27,16.0,11.6,285.00,1021.7,14.10,13.80
02.01.2021 20:40,221.00,6.20,5.18,16.0,11.1,279.00,1021.1,14.00,13.80
02.01.2021 21:40,226.00,7.00,5.00,14.8,11.3,286.00,1020.8,14.10,13.80
02.01.2021 22:40,219.00,5.80,4.76,16.0,11.2,280.00,1020.8,14.10,13.80
02.01.2021 23:40,212.00,6.10,4.81,16.0,10.8,278.00,1020.6,14.20,13.80
03.01.2021 00:40,212.00,5.90,5.56,16.0,12.0,286.00,1020.5,14.20,13.80
03.01.2021 01:40,210.00,6.70,4.65,16.0,10.7,280.00,1020.6,14.10,13.80
03.01.2021 02:40,208.00,6.90,4.36,16.0,10.5,277.00,1020.7,14.20,13.80
03.01.2021 03:40,208.00,7.20,4.87,14.8,10.6,282.00,1020.3,14.30,13.80
03.01.2021 04:40,211.00,7.50,4.25,14.8,10.1,278.00,1020.2,14.30,13.80
03.01.2021 05:40,219.00,8.00,4.66,14.8,10.5,279.00,1020.6,14.30,13.80
03.01.2021 06:40,223.00,7.40,4.35,16.0,9.8,278.00,1021.0,14.30,13.80
03.01.2021 07:40,224.00,6.80,4.36,14.8,10.0,289.00,1020.8,14.30,13.80
03.01.2021 08:40,226.00,6.80,4.56,14.8,10.3,288.00,1020.6,14.30,13.70
03.01.2021 09:40,229.00,6.50,4.46,12.9,9.7,288.00,1020.2,14.40,13.70
03.01.2021 10:40,232.00,6.30,5.03,14.8,10.2,287.00,1020.1,14.60,13.70
03.01.2021 11:40,212.00,5.50,4.81,14.8,9.9,279.00,1019.7,14.30,13.70
03.01.2021 12:40,202.00,5.10,5.55,14.8,10.8,291.00,1019.3,14.10,13.70
03.01.2021 13:40,197.00,6.00,4.68,13.8,10.0,285.00,1018.8,14.10,13.70
03.01.2021 14:40,202.00,6.80,5.00,13.8,10.2,292.00,1019.2,14.10,13.70
03.01.2021 15:40,190.00,7.50,4.59,12.1,9.7,287.00,1018.3,14.10,13.70
03.01.2021 16:40,195.00,7.80,4.02,13.8,9.1,287.00,1018.3,14.20,13.70
03.01.2021 17:40,195.00,5.90,4.22,14.8,9.4,278.00,1018.4,14.20,13.70
03.01.2021 18:40,192.00,6.60,4.48,13.8,10.4,284.00,1018.6,14.20,13.70
03.01.2021 19:40,191.00,7.50,4.04,14.8,9.8,291.00,1017.6,14.40,13.70
03.01.2021 20:40,186.00,6.80,4.91,14.8,10.9,290.00,1015.9,14.30,13.80
03.01.2021 21:40,188.00,6.50,4.42,14.8,10.5,291.00,1014.9,14.30,13.80
03.01.2021 22:40,197.00,8.60,4.83,13.8,10.8,285.00,1014.0,14.50,13.80
03.01.2021 23:40,192.00,8.70,5.07,13.8,10.9,289.00,1013.2,14.60,13.80
04.01.2021 00:40,190.00,8.60,5.33,13.8,10.8,295.00,1012.5,14.70,999.00
04.01.2021 01:40,201.00,9.40,5.25,13.8,10.8,289.00,1012.0,14.80,999.00
04.01.2021 02:40,199.00,9.70,5.46,12.9,10.3,286.00,1011.4,14.60,999.00
04.01.2021 03:40,198.00,9.20,5.00,19.1,10.0,292.00,1010.3,14.70,999.00
04.01.2021 04:40,193.00,10.60,5.37,19.1,10.2,281.00,1008.9,14.90,999.00
04.01.2021 05:40,192.00,10.00,5.69,19.1,9.8,287.00,1008.3,15.20,999.00
04.01.2021 06:40,211.00,12.10,5.58,19.1,9.9,283.00,1008.2,15.60,999.00
04.01.2021 07:40,214.00,12.80,4.50,19.1,8.4,286.00,1007.9,15.50,999.00
04.01.2021 08:40,222.00,10.20,5.54,19.1,9.7,279.00,1007.8,14.60,999.00
04.01.2021 09:40,242.00,12.20,5.27,19.1,8.9,279.00,1008.4,14.10,999.00
04.01.2021 10:40,247.00,9.30,5.51,17.4,9.7,284.00,1008.7,14.30,999.00
04.01.2021 11:40,253.00,11.60,6.05,17.4,10.4,290.00,1009.3,13.90,999.00
04.01.2021 12:40,263.00,12.10,5.31,13.8,9.4,289.00,1009.9,14.20,999.00
04.01.2021 13:40,261.00,13.60,4.99,17.4,8.9,282.00,1011.0,13.50,999.00
04.01.2021 14:40,278.00,13.40,5.74,19.1,9.1,305.00,1012.9,13.40,999.00
04.01.2021 15:40,292.00,15.50,5.88,16.0,9.0,287.00,1014.9,13.40,999.00
04.01.2021 16:40,296.00,12.70,5.90,17.4,9.0,288.00,1016.9,13.60,999.00
04.01.2021 17:40,307.00,9.90,6.05,16.0,9.0,309.00,1018.8,12.60,999.00
04.01.2021 18:40,290.00,8.30,5.50,17.4,9.3,317.00,1020.2,13.40,999.00
04.01.2021 19:40,287.00,8.10,5.64,17.4,9.2,304.00,1020.1,13.70,999.00
04.01.2021 20:40,270.00,6.30,5.39,10.8,9.4,269.00,1019.7,13.60,999.00
04.01.2021 21:40,288.00,6.00,6.50,19.1,10.5,307.00,1020.0,13.70,999.00
04.01.2021 22:40,273.00,6.90,5.12,12.1,9.5,284.00,1020.6,13.80,999.00
04.01.2021 23:40,274.00,6.30,5.78,17.4,10.1,307.00,1020.9,13.80,999.00
05.01.2021 00:40,260.00,4.70,5.70,11.4,10.2,278.00,1021.3,13.80,999.00
05.01.2021 01:40,239.00,3.50,5.66,16.0,10.1,284.00,1021.8,13.70,999.00
05.01.2021 02:40,253.00,4.50,6.20,16.0,10.8,297.00,1022.8,13.80,999.00
05.01.2021 03:40,225.00,3.30,5.67,14.8,9.7,289.00,1023.1,13.80,999.00
05.01.2021 04:40,203.00,4.10,5.94,17.4,10.5,290.00,1022.9,13.70,999.00
05.01.2021 05:40,179.00,5.60,5.73,14.8,10.6,287.00,1022.7,13.70,999.00
05.01.2021 06:40,191.00,6.50,5.27,16.0,10.7,284.00,1023.4,13.70,999.00
05.01.2021 07:40,176.00,7.70,5.09,13.8,10.4,278.00,1022.6,13.60,999.00
05.01.2021 08:40,171.00,8.50,4.68,17.4,10.2,287.00,1021.3,13.60,999.00
05.01.2021 09:40,173.00,9.00,4.47,13.8,9.8,284.00,1020.6,13.80,999.00
05.01.2021 10:40,176.00,9.90,4.55,16.0,10.3,297.00,1020.2,13.90,999.00
05.01.2021 11:40,194.00,9.50,5.33,17.4,10.7,298.00,1020.7,14.20,999.00
05.01.2021 12:40,191.00,9.50,4.88,17.4,9.7,297.00,1019.5,14.30,999.00
05.01.2021 13:40,190.00,10.30,4.54,17.4,9.5,271.00,1018.4,14.40,999.00
05.01.2021 14:40,185.00,10.50,4.72,17.4,9.5,292.00,1017.7,14.50,999.00
05.01.2021 15:40,189.00,11.10,4.87,17.4,9.5,282.00,1017.5,14.50,999.00
05.01.2021 16:40,189.00,12.40,5.14,13.8,9.5,286.00,1018.0,14.60,999.00
05.01.2021 17:40,205.00,10.90,4.40,17.4,8.2,266.00,1019.5,14.80,999.00
05.01.2021 18:40,199.00,10.30,5.19,17.4,9.1,279.00,1019.6,14.80,999.00
05.01.2021 19:40,188.00,10.30,5.05,14.8,9.0,271.00,1018.9,14.90,999.00
05.01.2021 20:40,186.00,10.30,5.17,16.0,9.5,272.00,1017.7,14.80,999.00
05.01.2021 21:40,186.00,10.30,4.63,16.0,8.9,285.00,1016.9,14.80,999.00
05.01.2021 22:40,186.00,10.80,4.81,14.8,8.9,282.00,1016.2,15.00,999.00
05.01.2021 23:40,189.00,10.30,4.71,14.8,8.9,286.00,1016.2,14.90,13.70
06.01.2021 00:40,185.00,10.70,4.90,13.8,9.0,280.00,1016.0,14.90,13.70
06.01.2021 01:40,189.00,10.80,4.87,13.8,8.8,270.00,1016.0,15.00,13.70
06.01.2021 02:40,191.00,10.70,4.94,14.8,9.0,286.00,1016.1,15.10,13.70
06.01.2021 03:40,192.00,10.30,4.94,13.8,8.9,279.00,1016.2,15.10,13.70
06.01.2021 04:40,189.00,10.30,5.14,12.9,9.2,277.00,1015.8,15.10,13.70
06.01.2021 05:40,194.00,10.50,5.02,12.9,8.7,282.00,1015.6,15.30,13.70
06.01.2021 06:40,195.00,10.30,5.01,13.8,8.9,281.00,1014.8,15.30,13.70
06.01.2021 07:40,198.00,10.00,4.46,13.8,8.4,297.00,1014.5,15.30,13.70
06.01.2021 08:40,6.00,2.60,4.62,13.8,9.1,281.00,1014.9,12.80,13.70
06.01.2021 09:40,257.00,2.20,4.50,12.1,8.9,286.00,1015.9,13.30,13.70
06.01.2021 10:40,278.00,1.10,4.08,13.8,9.1,280.00,1016.3,12.90,13.70
06.01.2021 11:40,201.00,1.90,4.79,14.8,9.8,285.00,1016.1,13.10,13.70
06.01.2021 12:40,245.00,3.80,4.73,16.0,9.6,282.00,1016.5,13.30,13.60
06.01.2021 13:40,265.00,5.40,4.80,14.8,9.9,287.00,1017.2,13.60,13.60
06.01.2021 14:40,277.00,5.40,5.16,13.8,10.2,287.00,1018.4,13.90,13.70
06.01.2021 15:40,245.00,3.80,5.09,16.0,10.5,291.00,1019.0,13.90,13.70
06.01.2021 16:40,254.00,5.20,4.59,16.0,10.5,291.00,1020.0,14.20,13.70
06.01.2021 17:40,291.00,6.70,4.42,14.8,10.1,289.00,1021.0,14.30,13.70
06.01.2021 18:40,279.00,5.20,5.21,16.0,10.7,292.00,1021.5,14.20,13.70
06.01.2021 19:40,273.00,3.90,5.03,14.8,10.0,287.00,1021.6,14.20,13.80
06.01.2021 20:40,242.00,1.80,4.49,14.8,9.7,295.00,1021.1,14.20,13.80
06.01.2021 21:40,229.00,1.90,4.42,16.0,9.5,288.00,1020.9,14.20,13.90
06.01.2021 22:40,224.00,3.30,5.51,14.8,11.2,285.00,1021.0,14.30,13.90
06.01.2021 23:40,210.00,3.00,4.81,16.0,10.4,288.00,1021.0,14.20,13.80
07.01.2021 00:40,222.00,3.10,5.05,14.8,10.4,290.00,1021.4,13.90,13.70
07.01.2021 01:40,218.00,2.70,4.81,16.0,10.3,289.00,1021.9,13.70,13.70
07.01.2021 02:40,175.00,1.90,4.91,16.0,10.7,290.00,1022.2,13.70,13.70
07.01.2021 03:40,149.00,2.50,4.45,14.8,10.3,285.00,1022.2,13.60,13.70
07.01.2021 04:40,168.00,3.30,4.49,14.8,10.1,290.00,1022.9,13.60,13.60
07.01.2021 05:40,161.00,3.80,4.38,16.0,10.3,293.00,1022.8,13.60,13.60
07.01.2021 06:40,163.00,5.10,4.29,14.8,10.2,291.00,1022.8,13.60,13.60
07.01.2021 07:40,149.00,4.90,3.94,13.8,9.6,293.00,1022.9,13.70,13.60
07.01.2021 08:40,136.00,6.90,4.32,14.8,10.3,293.00,1022.0,13.60,13.60
07.01.2021 09:40,136.00,8.40,3.50,14.8,9.1,305.00,1021.3,13.60,13.60
07.01.2021 10:40,151.00,9.00,3.89,14.8,9.7,290.00,1021.4,13.70,13.60
07.01.2021 11:40,165.00,10.50,3.81,14.8,9.2,297.00,1020.5,13.70,13.70
07.01.2021 12:40,140.00,10.30,3.98,13.8,9.4,294.00,1017.7,13.50,13.70
07.01.2021 13:40,139.00,11.60,3.51,14.8,8.4,284.00,1017.0,13.70,13.70
07.01.2021 14:40,145.00,10.90,3.80,14.8,8.7,283.00,1016.8,13.70,13.70
07.01.2021 15:40,153.00,11.30,3.91,13.8,8.2,284.00,1016.4,13.90,13.70
07.01.2021 16:40,160.00,10.30,3.81,12.9,7.9,295.00,1017.0,14.20,13.70
07.01.2021 17:40,164.00,10.80,3.69,12.9,7.7,278.00,1017.3,14.40,13.70
07.01.2021 18:40,177.00,10.80,3.77,14.8,7.8,279.00,1017.2,15.00,13.70
07.01.2021 19:40,182.00,10.20,4.05,14.8,8.5,277.00,1016.1,14.90,13.70
07.01.2021 20:40,190.00,9.40,3.73,14.8,8.2,274.00,1014.9,15.00,13.70
07.01.2021 21:40,205.00,10.10,3.80,14.8,8.5,266.00,1014.3,15.10,13.70
07.01.2021 22:40,205.00,9.10,3.51,14.8,8.5,286.00,1014.1,15.20,13.70
07.01.2021 23:40,217.00,8.80,3.55,14.8,8.2,287.00,1014.1,15.50,13.70
08.01.2021 00:40,220.00,8.60,3.51,14.8,7.9,285.00,1014.1,15.40,13.70
08.01.2021 01:40,263.00,8.70,3.75,14.8,8.0,286.00,1015.3,15.10,13.70
08.01.2021 02:40,259.00,5.60,3.94,14.8,8.9,294.00,1016.0,14.70,13.70
08.01.2021 03:40,275.00,6.90,3.68,13.8,8.7,278.00,1017.4,14.70,13.70
08.01.2021 04:40,276.00,7.40,4.57,13.8,9.5,292.00,1018.0,14.60,13.70
08.01.2021 05:40,290.00,8.80,4.70,14.8,9.9,285.00,1019.3,14.50,13.70
08.01.2021 06:40,294.00,7.00,4.69,16.0,9.8,287.00,1020.4,14.40,13.70
08.01.2021 07:40,304.00,7.20,5.60,16.0,10.8,280.00,1021.1,13.90,13.70
08.01.2021 08:40,298.00,5.40,6.24,14.8,11.2,286.00,1021.9,13.90,13.70
08.01.2021 09:40,330.00,3.90,6.30,17.4,11.2,283.00,1022.4,13.70,13.70
08.01.2021 10:40,322.00,3.30,6.05,17.4,11.2,277.00,1023.0,13.70,13.70
08.01.2021 11:40,334.00,3.00,6.23,17.4,11.1,293.00,1023.6,13.60,13.70
08.01.2021 12:40,334.00,3.40,5.66,16.0,10.7,280.00,1023.8,13.50,13.70
08.01.2021 13:40,331.00,3.30,5.86,17.4,11.2,276.00,1024.3,13.50,13.70
08.01.2021 14:40,17.00,2.60,5.89,17.4,10.5,281.00,1024.5,13.30,13.70
08.01.2021 15:40,32.00,3.10,5.18,17.4,10.4,283.00,1025.1,13.30,13.70
08.01.2021 16:40,65.00,3.20,5.08,14.8,10.7,289.00,1025.8,13.30,13.70
08.01.2021 17:40,102.00,3.80,5.46,16.0,10.9,282.00,1026.6,13.40,13.70
08.01.2021 18:40,119.00,3.60,4.84,16.0,10.7,277.00,1027.5,13.60,13.70
08.01.2021 19:40,142.00,4.10,5.24,16.0,11.1,282.00,1027.6,13.60,13.70
08.01.2021 20:40,147.00,5.70,4.14,16.0,9.8,279.00,1026.5,13.50,13.70
08.01.2021 21:40,142.00,6.70,4.04,16.0,10.1,277.00,1025.3,13.50,13.70
08.01.2021 22:40,138.00,6.30,4.15,16.0,10.2,270.00,1025.2,13.50,13.70
08.01.2021 23:40,151.00,8.10,4.08,14.8,10.6,292.00,1024.6,13.50,13.70
09.01.2021 00:40,153.00,7.40,4.26,14.8,10.3,295.00,1024.9,13.60,13.70
09.01.2021 01:40,152.00,7.50,4.54,14.8,10.5,289.00,1025.1,13.60,13.70
09.01.2021 02:40,144.00,7.20,4.05,14.8,10.2,293.00,1025.1,13.60,13.80
09.01.2021 03:40,140.00,7.60,4.20,14.8,10.6,289.00,1025.0,13.70,13.80
09.01.2021 04:40,140.00,8.80,3.72,14.8,9.4,294.00,1024.8,13.70,13.80
09.01.2021 05:40,142.00,9.70,3.83,13.8,9.3,287.00,1024.6,13.60,13.80
09.01.2021 06:40,148.00,10.00,3.32,14.8,8.4,292.00,1024.8,13.70,13.80
09.01.2021 07:40,144.00,9.80,3.24,14.8,8.4,291.00,1024.5,13.80,13.90
09.01.2021 08:40,146.00,11.00,3.18,13.8,7.7,286.00,1023.8,13.70,13.90
09.01.2021 09:40,150.00,10.70,3.06,16.0,7.6,269.00,1023.3,13.70,13.90
09.01.2021 10:40,159.00,9.60,3.06,14.8,7.7,276.00,1023.2,13.80,13.90
09.01.2021 11:40,160.00,10.20,2.86,16.0,7.1,272.00,1022.5,13.80,13.90
09.01.2021 12:40,163.00,9.40,2.82,14.8,7.0,286.00,1022.0,13.90,13.90
09.01.2021 13:40,165.00,8.30,2.50,14.8,6.5,303.00,1021.6,14.00,13.90
09.01.2021 14:40,166.00,8.10,2.75,14.8,7.3,268.00,1021.2,14.40,13.90
09.01.2021 15:40,174.00,8.20,2.75,13.8,7.5,271.00,1021.2,14.60,13.90
09.01.2021 16:40,171.00,8.60,2.65,13.8,7.2,282.00,1020.8,14.70,13.90
09.01.2021 17:40,179.00,8.90,2.46,13.8,7.1,292.00,1021.0,14.80,13.90
09.01.2021 18:40,174.00,10.30,2.66,12.1,6.8,286.00,1020.2,15.10,13.90
09.01.2021 19:40,189.00,9.30,2.80,12.9,6.8,271.00,1020.8,15.20,13.90
09.01.2021 20:40,194.00,9.90,2.79,13.8,6.9,270.00,1020.5,15.20,13.90
09.01.2021 21:40,196.00,9.70,2.96,12.9,7.1,271.00,1019.4,15.30,14.00
09.01.2021 22:40,195.00,10.10,2.96,13.8,7.0,268.00,1018.8,15.30,14.00
09.01.2021 23:40,205.00,10.00,3.00,13.8,7.0,276.00,1018.8,15.40,14.00
10.01.2021 00:40,316.00,8.90,3.06,13.8,7.3,282.00,1020.2,13.50,13.90
10.01.2021 01:40,280.00,4.30,3.59,10.8,7.8,269.00,1020.6,13.70,13.90
10.01.2021 02:40,214.00,4.00,3.57,14.8,8.0,271.00,1021.1,13.90,13.90
10.01.2021 03:40,220.00,5.10,3.41,23.5,8.5,258.00,1021.5,14.20,13.90
10.01.2021 04:40,221.00,4.60,4.11,21.1,8.9,246.00,1022.1,14.10,13.90
10.01.2021 05:40,224.00,4.40,4.94,21.1,10.9,275.00,1022.3,14.10,13.90
10.01.2021 06:40,225.00,3.70,4.96,19.1,11.2,260.00,1022.8,14.10,13.90
10.01.2021 07:40,230.00,3.40,7.82,19.1,14.9,269.00,1023.2,13.90,13.90
10.01.2021 08:40,213.00,2.70,7.26,19.1,14.1,279.00,1022.9,13.80,13.90
10.01.2021 09:40,202.00,3.00,8.11,19.1,14.8,279.00,1022.7,13.70,13.90
10.01.2021 10:40,199.00,3.00,8.70,19.1,14.8,278.00,1022.6,13.80,13.90
10.01.2021 11:40,215.00,3.90,8.60,19.1,14.3,279.00,1023.1,13.80,13.90
10.01.2021 12:40,212.00,4.10,7.24,17.4,13.3,284.00,1022.9,13.90,13.90
10.01.2021 13:40,216.00,3.30,6.98,17.4,12.8,286.00,1022.8,13.90,13.90
10.01.2021 14:40,203.00,3.10,6.46,16.0,12.0,280.00,1023.0,13.80,13.90
10.01.2021 15:40,184.00,3.90,8.02,17.4,12.8,285.00,1023.5,13.70,13.80
10.01.2021 16:40,194.00,5.20,6.15,14.8,11.2,279.00,1024.3,13.90,13.80
10.01.2021 17:40,196.00,5.30,5.94,17.4,10.7,279.00,1025.1,13.90,13.80
10.01.2021 18:40,189.00,5.00,6.35,14.8,11.2,279.00,1025.4,14.10,13.80
10.01.2021 19:40,194.00,5.20,5.65,17.4,11.0,272.00,1025.0,14.00,13.80
10.01.2021 20:40,202.00,6.40,5.37,14.8,9.8,274.00,1024.6,13.90,13.80
10.01.2021 21:40,198.00,4.70,4.74,17.4,10.2,294.00,1024.1,13.80,13.80
10.01.2021 22:40,198.00,5.40,4.59,16.0,9.7,273.00,1023.5,14.00,13.90
10.01.2021 23:40,176.00,6.20,4.27,16.0,9.5,265.00,1023.3,13.90,13.90
11.01.2021 00:40,170.00,5.60,4.22,16.0,10.2,270.00,1023.1,14.10,13.90
11.01.2021 01:40,181.00,5.70,3.78,14.8,9.6,268.00,1023.4,14.20,13.90
11.01.2021 02:40,160.00,6.70,4.03,14.8,10.7,267.00,1022.8,13.90,13.90
11.01.2021 03:40,161.00,7.40,3.78,14.8,9.8,278.00,1022.2,14.10,13.90
11.01.2021 04:40,173.00,6.90,3.81,14.8,10.0,283.00,1022.6,14.20,13.90
11.01.2021 05:40,169.00,6.80,3.94,13.8,10.2,289.00,1022.6,14.30,13.90
11.01.2021 06:40,177.00,7.40,4.54,13.8,10.4,284.00,1023.0,14.40,13.90
11.01.2021 07:40,180.00,7.80,4.12,13.8,10.0,293.00,1022.2,14.60,13.90
11.01.2021 08:40,184.00,7.30,4.42,12.9,9.8,290.00,1022.3,14.70,13.90
11.01.2021 09:40,183.00,7.70,4.12,13.8,9.6,289.00,1021.5,14.70,13.90
11.01.2021 10:40,190.00,8.50,3.80,12.1,9.0,267.00,1022.2,14.80,13.90
11.01.2021 11:40,183.00,7.50,3.81,13.8,8.7,289.00,1021.1,14.60,13.90
11.01.2021 12:40,187.00,7.40,3.81,12.9,9.1,278.00,1020.6,14.60,13.90
11.01.2021 13:40,197.00,7.60,3.29,13.8,8.2,273.00,1020.4,14.70,13.90
11.01.2021 14:40,181.00,7.90,3.16,12.9,8.1,279.00,1019.7,14.70,13.90
11.01.2021 15:40,190.00,7.70,2.82,12.9,7.7,273.00,1019.2,14.80,13.90
11.01.2021 16:40,189.00,7.80,2.87,12.1,7.6,276.00,1019.8,14.70,13.90
11.01.2021 17:40,194.00,8.10,3.11,12.9,8.2,267.00,1020.3,14.80,13.90
11.01.2021 18:40,194.00,8.60,3.03,13.8,7.7,271.00,1020.0,15.00,13.90
11.01.2021 19:40,191.00,9.70,2.86,12.9,7.3,281.00,1018.9,15.10,13.90
11.01.2021 20:40,197.00,9.50,2.84,12.9,7.2,282.00,1018.0,15.10,13.90
11.01.2021 21:40,198.00,9.20,3.06,12.9,7.5,275.00,1017.2,15.10,13.90
11.01.2021 22:40,189.00,10.00,2.77,12.9,6.9,278.00,1016.2,15.20,13.90
11.01.2021 23:40,193.00,9.60,3.37,12.9,7.6,276.00,1016.3,15.10,13.90
12.01.2021 00:40,193.00,10.30,3.23,12.1,7.4,279.00,1016.1,15.10,13.80
12.01.2021 01:40,191.00,10.80,3.38,12.9,7.4,276.00,1015.9,15.20,13.80
12.01.2021 02:40,196.00,10.80,3.21,12.1,7.2,283.00,1015.7,15.10,13.80
12.01.2021 03:40,197.00,10.90,3.71,10.8,7.5,275.00,1015.9,14.90,13.80
12.01.2021 04:40,192.00,11.20,3.73,12.1,7.8,272.00,1015.8,15.00,13.90
12.01.2021 05:40,189.00,11.50,4.16,12.1,7.9,273.00,1015.4,15.00,13.90
12.01.2021 06:40,190.00,11.00,4.17,11.4,7.9,273.00,1015.6,15.10,13.90
12.01.2021 07:40,189.00,11.40,4.09,12.1,7.7,271.00,1015.2,15.20,13.90
12.01.2021 08:40,198.00,11.00,4.37,10.8,7.9,275.00,1015.2,15.20,13.70
12.01.2021 09:40,200.00,10.70,4.51,12.1,8.2,259.00,1015.1,15.30,13.90
12.01.2021 10:40,204.00,11.20,4.34,14.8,8.2,276.00,1015.4,15.20,13.90
12.01.2021 11:40,200.00,11.50,4.59,14.8,8.1,273.00,1014.8,15.30,13.90
12.01.2021 12:40,208.00,10.40,5.07,19.1,9.5,279.00,1015.0,15.30,13.90
12.01.2021 13:40,208.00,10.30,5.55,19.1,10.0,277.00,1015.1,15.30,13.90
12.01.2021 14:40,204.00,10.50,5.73,19.1,10.1,274.00,1014.7,15.40,13.90
12.01.2021 15:40,206.00,10.30,5.70,12.1,10.0,273.00,1015.2,15.40,13.90
12.01.2021 16:40,210.00,9.10,6.70,17.4,10.9,291.00,1016.3,15.40,13.90
12.01.2021 17:40,207.00,9.10,6.34,17.4,11.0,297.00,1016.9,15.40,13.90
12.01.2021 18:40,208.00,9.00,6.27,16.0,10.9,292.00,1017.7,15.50,13.80
12.01.2021 19:40,198.00,9.50,6.26,19.1,10.4,270.00,1017.3,15.20,13.70
12.01.2021 20:40,201.00,8.70,6.06,13.8,10.5,281.00,1017.1,15.10,13.70
12.01.2021 21:40,207.00,9.70,6.17,19.1,10.7,300.00,1016.6,15.40,13.80
12.01.2021 22:40,212.00,10.60,5.91,12.9,10.1,281.00,1016.8,15.60,13.80
12.01.2021 23:40,206.00,10.60,6.50,19.1,11.0,280.00,1017.2,15.50,13.90
13.01.2021 00:40,209.00,10.40,5.94,17.4,9.8,279.00,1017.6,15.50,13.90
