"Date Time","WDIR (degT)","WSPD (m/s)","WVHT (m)","DPD (sec)","APD (sec)","PRES (hPa)"
13.04.2020 01:40,349.00,7.00,1.86,7.1,5.8,1027.1
13.04.2020 02:40,346.00,6.40,1.78,8.3,5.8,1027.3
13.04.2020 03:40,348.00,7.00,1.94,8.3,6.0,1027.6
13.04.2020 04:40,350.00,7.30,1.76,7.7,5.8,1028.1
13.04.2020 05:40,350.00,7.00,1.92,8.3,5.9,1028.4
13.04.2020 06:40,2.00,6.40,1.78,7.7,5.8,1028.3
13.04.2020 07:40,13.00,6.90,1.75,7.7,5.9,1028.2
13.04.2020 08:40,8.00,5.50,1.64,7.1,5.8,1028.7
13.04.2020 09:40,2.00,5.50,1.60,8.3,6.0,1028.6
13.04.2020 10:40,5.00,5.40,1.66,8.3,6.2,1028.3
13.04.2020 11:40,10.00,5.60,1.46,7.7,5.7,1027.9
13.04.2020 12:40,357.00,5.20,1.46,8.3,5.9,1028.3
13.04.2020 13:40,352.00,4.90,1.46,8.3,6.0,1028.7
13.04.2020 14:40,350.00,4.80,1.53,7.7,6.0,1029.3
13.04.2020 15:40,359.00,5.50,1.34,7.1,5.7,1029.6
13.04.2020 16:40,15.00,5.80,1.29,8.3,5.6,1029.9
13.04.2020 17:40,11.00,4.80,1.42,8.3,5.9,1030.7
13.04.2020 18:40,12.00,5.30,1.40,7.7,5.9,1031.0
13.04.2020 19:40,6.00,5.20,1.34,7.1,5.6,1031.2
13.04.2020 20:40,1.00,5.30,1.35,7.7,5.5,1031.1
13.04.2020 21:40,17.00,6.50,1.31,7.7,5.5,1030.7
13.04.2020 22:40,16.00,6.30,1.27,6.7,5.4,1030.7
13.04.2020 23:40,8.00,5.60,1.29,7.1,5.4,1030.5
14.04.2020 00:40,356.00,5.30,1.27,7.1,5.6,1030.5
14.04.2020 01:40,356.00,5.90,1.35,7.1,5.7,1030.6
14.04.2020 02:40,357.00,5.90,1.33,7.1,5.7,1030.8
14.04.2020 03:40,2.00,6.40,1.38,6.7,5.6,1030.9
14.04.2020 04:40,4.00,6.30,1.34,7.7,5.6,1031.6
14.04.2020 05:40,9.00,6.50,1.38,6.7,5.3,1031.9
14.04.2020 06:40,14.00,6.70,1.36,6.7,5.3,1032.2
14.04.2020 07:40,3.00,6.20,1.34,7.1,5.4,1032.3
14.04.2020 08:40,346.00,5.20,1.42,7.7,5.5,1032.2
14.04.2020 09:40,356.00,6.00,1.28,7.7,5.5,1031.8
14.04.2020 10:40,360.00,6.50,1.34,6.7,5.6,1031.6
14.04.2020 11:40,343.00,6.40,1.32,7.7,5.6,1031.8
14.04.2020 12:40,349.00,7.00,1.38,7.7,5.5,1031.9
14.04.2020 13:40,357.00,7.50,1.33,7.7,5.3,1032.0
14.04.2020 14:40,357.00,7.00,1.52,7.1,5.4,1032.4
14.04.2020 15:40,358.00,7.70,1.53,6.7,5.2,1032.9
14.04.2020 16:40,2.00,7.60,1.53,6.2,5.2,1033.1
14.04.2020 17:40,6.00,7.70,1.43,7.1,5.0,1033.3
14.04.2020 18:40,15.00,8.30,1.49,7.1,5.2,1033.3
14.04.2020 19:40,18.00,7.90,1.63,7.1,5.2,1032.9
14.04.2020 20:40,13.00,7.60,1.72,7.1,5.3,1032.8
14.04.2020 21:40,7.00,7.40,1.58,7.1,5.2,1032.7
14.04.2020 22:40,4.00,7.50,1.60,6.7,5.3,1032.4
14.04.2020 23:40,6.00,7.30,1.53,7.1,5.3,1031.7
15.04.2020 00:40,351.00,7.60,1.53,7.7,5.3,1031.8
15.04.2020 01:40,347.00,7.50,1.47,7.1,5.4,1031.8
15.04.2020 02:40,355.00,7.60,1.55,7.7,5.3,1031.9
15.04.2020 03:40,4.00,7.00,1.71,7.1,5.6,1031.8
15.04.2020 04:40,4.00,7.10,1.67,7.1,5.5,1032.2
15.04.2020 05:40,355.00,7.00,1.67,7.1,5.7,1032.4
15.04.2020 06:40,359.00,7.80,1.74,7.7,5.7,1032.3
15.04.2020 07:40,359.00,7.70,1.64,7.1,5.5,1032.1
15.04.2020 08:40,358.00,7.40,1.74,7.7,5.5,1031.7
15.04.2020 09:40,359.00,6.70,1.77,7.7,5.6,1031.1
15.04.2020 10:40,353.00,6.80,1.57,7.7,5.6,1030.6
15.04.2020 11:40,350.00,7.40,1.67,6.2,5.7,1030.4
15.04.2020 12:40,346.00,7.50,1.70,10.8,5.7,1030.1
15.04.2020 13:40,343.00,7.80,1.58,7.7,5.7,1029.9
15.04.2020 14:40,348.00,6.80,1.71,7.1,5.8,1030.2
15.04.2020 15:40,344.00,7.10,1.71,7.1,6.0,1030.4
15.04.2020 16:40,341.00,7.00,1.80,10.0,5.8,1030.3
15.04.2020 17:40,340.00,8.10,1.74,11.4,5.9,1030.3
15.04.2020 18:40,346.00,7.90,1.92,10.8,6.0,1030.2
15.04.2020 19:40,349.00,8.30,1.80,10.8,5.7,1029.6
15.04.2020 20:40,355.00,8.50,1.83,10.0,5.6,1029.1
15.04.2020 21:40,354.00,7.30,2.02,10.8,6.1,1028.5
15.04.2020 22:40,349.00,7.10,1.86,10.8,6.1,1027.5
15.04.2020 23:40,341.00,7.10,2.02,11.4,6.3,1027.0
16.04.2020 00:40,349.00,8.30,1.95,6.7,6.1,1026.4
16.04.2020 01:40,352.00,8.60,2.18,10.0,6.3,1026.3
16.04.2020 02:40,352.00,8.10,2.32,10.0,6.6,1025.9
16.04.2020 03:40,349.00,7.70,2.26,8.3,6.3,1025.8
16.04.2020 04:40,349.00,7.70,2.18,9.1,6.4,1026.3
16.04.2020 05:40,352.00,8.30,2.03,10.8,6.2,1026.3
16.04.2020 06:40,340.00,7.60,2.07,9.1,6.1,1025.9
16.04.2020 07:40,347.00,8.00,2.07,10.8,6.1,1025.5
16.04.2020 08:40,350.00,7.50,2.01,9.1,6.1,1025.1
16.04.2020 09:40,354.00,8.00,2.11,7.7,6.1,1024.7
16.04.2020 10:40,353.00,8.40,2.07,10.0,6.0,1024.0
16.04.2020 11:40,346.00,7.90,1.97,8.3,5.8,1023.5
16.04.2020 12:40,341.00,7.90,1.89,7.7,5.9,1023.2
16.04.2020 13:40,329.00,7.60,1.90,7.1,5.8,1023.0
16.04.2020 14:40,331.00,8.50,1.90,7.7,5.8,1023.0
16.04.2020 15:40,330.00,8.80,2.00,10.0,6.0,1023.3
16.04.2020 16:40,336.00,9.90,1.97,7.7,5.7,1023.5
16.04.2020 17:40,342.00,9.70,2.10,6.7,5.8,1023.6
16.04.2020 18:40,345.00,9.60,2.13,8.3,5.8,1023.3
16.04.2020 19:40,342.00,9.10,2.31,8.3,6.0,1022.9
16.04.2020 20:40,342.00,9.40,2.38,7.1,5.9,1022.3
16.04.2020 21:40,348.00,9.60,2.26,8.3,6.0,1022.0
16.04.2020 22:40,347.00,8.60,2.36,7.7,6.0,1021.9
16.04.2020 23:40,344.00,9.20,2.44,8.3,6.0,1021.3
17.04.2020 00:40,342.00,9.30,2.50,8.3,6.1,1020.8
17.04.2020 01:40,350.00,9.60,2.57,7.7,6.2,1020.4
17.04.2020 02:40,347.00,9.00,2.53,8.3,6.3,1020.1
17.04.2020 03:40,339.00,8.90,2.55,8.3,6.4,1020.0
17.04.2020 04:40,350.00,8.60,2.45,8.3,6.4,1020.4
17.04.2020 05:40,333.00,8.50,2.49,9.1,6.5,1020.7
17.04.2020 06:40,350.00,8.20,2.57,8.3,6.4,1019.8
17.04.2020 07:40,342.00,7.80,2.59,8.3,6.5,1019.6
17.04.2020 08:40,336.00,8.10,2.73,17.4,7.2,1019.5
17.04.2020 09:40,328.00,8.60,2.54,16.0,6.9,1019.2
17.04.2020 10:40,324.00,8.90,2.55,17.4,6.9,1018.6
17.04.2020 11:40,334.00,8.80,2.68,8.3,6.9,1018.2
17.04.2020 12:40,326.00,8.90,2.89,16.0,7.2,1018.0
17.04.2020 13:40,327.00,9.10,2.66,16.0,7.0,1017.8
17.04.2020 14:40,328.00,9.10,2.86,16.0,7.2,1017.9
17.04.2020 15:40,331.00,9.30,3.13,16.0,7.4,1018.1
17.04.2020 16:40,330.00,8.60,2.87,16.0,7.2,1018.3
17.04.2020 17:40,332.00,8.60,2.95,16.0,7.5,1018.5
17.04.2020 18:40,336.00,8.50,2.80,16.0,7.1,1018.5
17.04.2020 19:40,336.00,8.60,2.88,16.0,7.4,1018.5
17.04.2020 20:40,335.00,8.60,2.71,16.0,6.9,1018.0
17.04.2020 21:40,329.00,8.40,2.68,14.8,7.0,1018.1
17.04.2020 22:40,331.00,7.80,2.82,16.0,7.3,1018.1
17.04.2020 23:40,329.00,8.20,2.66,16.0,6.7,1017.7
18.04.2020 00:40,330.00,8.00,2.67,14.8,6.9,1017.6
18.04.2020 01:40,328.00,8.20,2.75,14.8,7.2,1017.6
18.04.2020 02:40,330.00,7.60,2.63,13.8,7.2,1017.6
18.04.2020 03:40,331.00,7.70,2.60,14.8,7.0,1017.8
18.04.2020 04:40,346.00,7.70,2.51,14.8,7.0,1018.4
18.04.2020 05:40,352.00,6.90,2.50,14.8,7.1,1018.8
18.04.2020 06:40,346.00,6.70,2.75,14.8,7.8,1019.2
18.04.2020 07:40,347.00,6.40,2.60,13.8,7.6,1019.1
18.04.2020 08:40,2.00,6.00,2.50,13.8,7.5,1019.0
18.04.2020 09:40,2.00,4.70,2.36,13.8,7.2,1019.1
18.04.2020 10:40,335.00,3.70,2.56,13.8,7.8,1019.2
18.04.2020 11:40,341.00,4.30,2.43,13.8,8.1,1019.3
18.04.2020 12:40,350.00,4.70,2.24,12.9,7.4,1019.1
18.04.2020 13:40,350.00,3.90,2.14,14.8,7.3,1019.3
18.04.2020 14:40,351.00,3.50,2.16,13.8,8.1,1019.8
