"Date Time","WDIR (degT)","WSPD (m/s)","WVHT (m)","DPD (sec)","APD (sec)","MWD (degT)","PRES (hPa)","ATMP (degC)","WTMP (degC)"
18.07.2022 06:30,350.00,8.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.6,17.60,18.40
18.07.2022 06:40,360.00,8.00,1.80,-9999.0,5.4,16.00,1021.5,17.50,18.40
18.07.2022 06:50,360.00,9.00,1.80,7.0,5.4,16.00,1021.4,17.50,-9999.00
18.07.2022 07:00,360.00,8.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.4,17.50,18.40
18.07.2022 07:10,360.00,8.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.5,17.50,18.40
18.07.2022 07:20,360.00,8.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.4,17.50,18.40
18.07.2022 07:30,360.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.4,17.50,18.40
18.07.2022 07:40,360.00,8.00,1.90,-9999.0,5.7,1.00,1021.4,17.40,18.40
18.07.2022 07:50,360.00,8.00,1.90,6.0,5.7,1.00,1021.3,17.50,-9999.00
18.07.2022 08:00,10.00,8.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.3,17.40,18.40
18.07.2022 08:10,360.00,8.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.4,17.40,18.40
18.07.2022 08:20,350.00,8.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.3,17.50,18.40
18.07.2022 08:30,360.00,8.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.3,17.40,18.40
18.07.2022 08:40,360.00,8.00,1.90,-9999.0,5.5,26.00,1021.3,17.40,18.40
18.07.2022 08:50,10.00,7.00,1.90,7.0,5.5,26.00,1021.3,17.40,-9999.00
18.07.2022 09:00,20.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.4,17.40,18.40
18.07.2022 09:10,20.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.4,17.50,18.40
18.07.2022 09:20,10.00,8.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.5,17.50,18.40
18.07.2022 09:30,10.00,8.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.5,17.40,18.30
18.07.2022 09:40,-9999.00,-9999.00,1.80,6.0,-9999.0,-9999.00,-9999.0,-9999.00,-9999.00
18.07.2022 09:50,10.00,8.00,1.80,-9999.0,5.4,14.00,1021.4,17.40,18.30
18.07.2022 10:00,360.00,8.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.4,17.50,18.30
18.07.2022 10:10,10.00,8.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.6,17.40,18.30
18.07.2022 10:20,10.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.6,17.40,18.30
18.07.2022 10:30,360.00,8.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.7,17.40,18.30
18.07.2022 10:40,360.00,8.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.7,17.30,18.30
18.07.2022 10:50,10.00,7.00,2.00,7.0,5.7,23.00,1021.7,17.30,18.30
18.07.2022 11:00,10.00,6.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.7,17.30,18.30
18.07.2022 11:10,360.00,6.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.6,17.30,18.30
18.07.2022 11:20,360.00,5.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.5,17.30,18.30
18.07.2022 11:30,360.00,5.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.5,17.40,18.30
18.07.2022 11:40,10.00,7.00,1.90,-9999.0,6.0,17.00,1021.4,17.30,18.30
